Don't ask.
Don't ask.
Don't cry.
Don't cry.
Don't die.
Don't die.
Don't lie.
Don't lie.
Don't run.
Don't run.
Don't run.
Don't run.
Forget it.
Forget it.
Forget me.
Get ready.
Go inside.
Grab that.
Grab that.
Grab that.
Grab that.
Grab this.
Grab this.
He is ill.
He is ill.
He's a DJ.
He's a DJ.
He's mine.
He's mine.
He's sexy.
He's sexy.
Hold this.
Hold this.
How is it?
How is it?
How is it?
I can run.
I can run.
I can run.
I can run.
I can run.
I can run.
I can ski.
I can ski.
I can ski.
I can win.
I can win.
I fainted.
I got fat.
I got fat.
I hit Tom.
I hit Tom.
I hit Tom.
I laughed.
I laughed.
I met him.
I met him.
I saw Tom.
I saw Tom.
I saw Tom.
I saw you.
I saw you.
I saw you.
I saw you.
I shouted.
I shouted.
I want it.
I want it.
I want it.
I want it.
I will go.
I'll sing.
I'll stop.
I'll talk.
I'll walk.
I'll work.
I'm a man.
I'm a man.
I'm awake.
I'm awake.
I'm bored.
I'm clean.
I'm dying.
I'm dying.
I'm going.
I'm going.
I'm quiet.
I'm right.
I'm young.
It burned.
It burned.
It burned.
It rained.
It snowed.
It's 7:45.
It's cold.
It's easy.
It's food.
It's good.
It's here.
It's here.
It's mine.
It's ours.
It's ours.
It's sand.
It's time.
It's work.
Keep them.
Keep them.
Leave now.
Leave now.
Let me go!
Let me go!
Let me go.
Let me go.
Let me in.
Let me in.
Let us go.
Let us go.
Let us go.
Let us go.
Let us in.
Let us in.
Let's ask.
Look back!
Look back!
Look back.
Look back.
Read this.
Read this.
Search me.
Search me.
See above.
See below.
She cried.
She cried.
She tried.
She walks.
She walks.
Sign here.
Sign here.
Sit there.
Sit there.
Start now.
Start now.
Stay away.
Stay back.
Stay home.
Stay thin.
Stop them.
Stop them.
Take care!
Take care!
Take care.
Take care.
Take mine.
Take mine.
Take mine.
Take mine.
Take mine.
Take mine.
Take this.
Take this.
Take this.
Take this.
Take this.
Take this.
Thank you.
That's it.
That's it.
They fell.
They fell.
They left.
They left.
They lied.
They lied.
They lost.
They lost.
Tom cried.
Tom drank.
Tom knits.
Tom knows.
Tom moved.
Tom tried.
Tom tried.
Tom tries.
Tom voted.
Tom voted.
Tom walks.
Tom works.
Try again.
Try again.
Try it on.
Try it on.
Wait here.
Wait here.
Watch Tom.
Watch Tom.
We saw it.
We saw it.
We saw it.
We saw it.
We saw it.
We saw it.
We talked.
We waited.
We waited.
We waited.
We waited.
We're shy.
We're shy.
Well done!
What's up?
What's up?
What's up?
Who is he?
Who is he?
Who is it?
Who knows?
Who knows?
Who'll go?
Who's Tom?
Who's she?
Who's she?
Who's she?
Who's she?
You drive.
You drive.
You idiot!
You tried.
You tried.
Are you OK?
Are you OK?
Are you OK?
Ask anyone.
Be careful!
Be on time.
Be on time.
Birds sing.
Bring wine.
Bring wine.
Come again.
Come again.
Come on in.
Come quick!
Come quick!
Definitely!
Do men cry?
Do men cry?
Don't look.
Don't look.
Don't move.
Don't move.
Don't talk!
Don't talk!
Don't talk.
Don't talk.
Fill it up.
Fire burns.
Fire burns.
Forget Tom.
Forget Tom.
Forget Tom.
Forget him.
Forget him.
Forget him.
Forget him.
God exists.
He is here!
He is here!
He is here!
He is late.
He is nice.
He is nice.
He laughed.
He laughed.
He's Swiss.
He's smart.
He's smart.
Hold still.
Hold still.
I am a man.
I am a man.
I am ready.
I can read.
I can read.
I can read.
I can swim.
I can swim.
I can swim.
I can walk.
I can walk.
I eat here.
I eat here.
I eat meat.
I eat meat.
I eat rice.
I eat rice.
I like him.
I like him.
I like tea.
I like you.
I like you.
I like you.
I love you.
I love you.
I made tea.
I miss you.
I miss you.
I ran away.
I ran away.
I remember.
I remember.
I remember.
I screamed.
I screamed.
I see that.
I see them.
I see them.
I see them.
I see them.
I see them.
I see them.
I shot Tom.
I want Tom.
I want Tom.
I want you.
I want you.
I want you.
I was good.
I was good.
I was late.
I was sick.
I was sick.
I work out.
I work out.
I'll leave.
I'll start.
I'll start.
I'll start.
I'm 30 now.
I'm 30 now.
I'm a liar.
I'm a liar.
I'm a poet.
I'm coming.
I'm coming.
I'm hungry!
I'm hungry.
I'm scared.
I'm scared.
I'm sleepy!
I'm so fat.
I'm so fat.
I'm trying.
I'm trying.
Is Tom big?
Is he tall?
Is he tall?
Is it done?
Is it free?
Is it free?
Is it hard?
Is it here?
Is it nice?
Is it time?
Is it true?
Is that so?
It's alive.
It's my CD.
It's my CD.
It's night.
It's ready.
It's white.
It's white.
It's white.
It's white.
It's yours.
It's yours.
It's yours.
It's yours.
Jesus wept.
Keep quiet!
Keep quiet!
Keep quiet!
Keep quiet.
Keep quiet.
Keep quiet.
Let Tom go.
Let Tom go.
Let Tom go.
Let Tom go.
Let Tom in.
Let Tom in.
Let him go!
Let him go!
Let me see.
Let me see.
Let's chat.
Let's kiss.
Let's talk.
Look again.
Look again.
Look ahead.
Look ahead.
Look ahead.
Look at me.
Look at me.
Look there.
Look there.
Love lasts.
Never mind!
Never mind!
Never mind!
Never mind!
No one ran.
Quiet down.
Quiet down.
Shadow him.
Shadow him.
Shadow him.
Shadow him.
She is old.
She is old.
Smell this.
Smell this.
Stand back!
Stand back!
Start here.
Start here.
Start here.
Start here.
Start here.
Start here.
Stay alert.
Stay alert.
Stay still.
Step aside.
Step aside.
Study hard.
Study hard.
Take a bus.
Take a bus.
Take a bus.
Take these.
Take these.
Take these.
Take these.
Talk to me.
Talk to us.
That a boy!
That's Tom.
That's Tom.
That's wet.
They stood.
They stood.
They tried.
This is me.
This is me.
Time is up.
Time is up.
Tom bit me.
Tom burped.
Tom called.
Tom called.
Tom danced.
Tom drinks.
Tom failed.
Tom failed.
Tom forgot.
Tom fought.
Tom helped.
Tom is fat.
Tom is ill.
Tom is out.
Tom is out.
Tom jumped.
Tom looked.
Tom moaned.
Tom phoned.
Tom saw me.
Tom saw me.
Tom shaved.
Tom snores.
Tom talked.
Tom waited.
Tom waited.
Tom yawned.
Tom yelled.
Tom'll die.
Tom's deaf.
Tom's sick.
Tom's ugly.
Turn right.
Turn right.
Watch this.
Watch this.
We are men.
We are men.
We laughed.
We laughed.
We like it.
We like it.
We like it.
We like it.
We like it.
We like it.
We want it.
We want it.
We want it.
We'll help.
We'll help.
We'll sing.
We'll sing.
We'll wait.
We'll wait.
We'll work.
We're back.
We're back.
We're boys.
We're boys.
We're fine.
We're fine.
We're fine.
We're fine.
Where am I?
Who are we?
Who are we?
Who did it?
Who has it?
Who has it?
Who is Tom?
Who is she?
Who is she?
Who phoned?
Who talked?
Who was it?
Who yelled?
Who's here?
Who's that?
Who's that?
Who's that?
Who's that?
Who's that?
Who's that?
Wood burns.
You decide.
You decide.
You decide.
You decide.
You may go.
You may go.
You may go.
You may go.
You've won.
You've won.
You've won.
Anyone home?
Anyone hurt?
Are we done?
Are you Tom?
Are you Tom?
Are you Tom?
Are you Tom?
Are you new?
Are you new?
Are you new?
Be prepared.
Breathe out.
Breathe out.
Come inside.
Come inside.
Did Tom die?
Did Tom die?
Did Tom eat?
Did Tom win?
Don't argue.
Don't argue.
Don't argue.
Don't argue.
Don't argue.
Don't fight.
Don't fight.
Don't fight.
Don't leave.
Don't leave.
Don't leave.
Don't leave.
Don't shout.
Don't shout.
Eat with us.
Forgive Tom.
Forgive Tom.
Get changed.
Get changed.
Get started.
Get started.
Get started.
Get started.
Go have fun.
Go have fun.
Go help Tom.
Have a seat.
Have a seat.
He can come.
He can come.
He can read.
He can read.
He found it.
He found it.
He has wine.
He is happy.
He is happy.
He is lying.
He is lying.
He is young.
He resigned.
He resigned.
He stood up.
He stood up.
He stood up.
He stood up.
How are you?
How are you?
How are you?
How are you?
How are you?
How are you?
How strange!
I am taller.
I came back.
I came back.
I can dance.
I can dance.
I can dance.
I can do it.
I can do it.
I can't fly.
I can't say.
I can't say.
I can't say.
I don't cry.
I don't eat.
I drank tea.
I drank tea.
I eat bread.
I eat bread.
I eat bread.
I eat bread.
I eat fruit.
I eat fruit.
I exercised.
I feel fine.
I felt that.
I forgot it.
I forgot it.
I had a cat.
I have time.
I have wine.
I knew that.
I know this.
I left home.
I left home.
I left home.
I left home.
I like beer.
I like both.
I like cake.
I like cats.
I like fish.
I like math.
I like rice.
I like that.
I like that.
I like that.
I made that.
I made that.
I need time.
I never cry.
I saved you.
I saved you.
I smell gas.
I trust Tom.
I want more.
I want more.
I want them.
I want them.
I want them.
I want this.
I want this.
I want time.
I was alone.
I was alone.
I was naked.
I was naked.
I was naked.
I was naked.
I was stuck.
I was stuck.
I was tired.
I was tired.
"I went, too."
"I went, too."
I will come.
I will come.
I will work.
I won't lie.
I'll buy it.
I'll decide.
I'll decide.
I'll eat it.
I'll get by.
I'll get it.
I'll get it.
I'll get it.
I'll get it.
I'll get it.
I'll get it.
I'll get it.
I'll scream.
I'm dancing.
I'm dancing.
I'm dieting.
I'm dieting.
I'm falling.
I'm falling.
I'm healthy.
I'm healthy.
I'm in jail.
I'm in jail.
I'm not Tom.
I'm popular.
I'm reading.
I'm reading.
I'm resting.
I'm resting.
I'm so full.
I'm stuffed.
I'm talking.
I'm talking.
I'm the CEO.
I'm thirsty.
I'm thirsty.
I'm thirsty.
I'm too fat.
I'm too fat.
I'm trapped.
I'm trapped.
I'm unarmed.
I'm useless.
Is Tom dead?
Is Tom dead?
Is Tom safe?
Is Tom tall?
Is it Tom's?
Is it Tom's?
Is it Tom's?
Is it there?
Is it yours?
Is it yours?
Is that all?
Is that all?
Is this Tom?
Is this Tom?
Is this art?
Is this new?
Is this new?
Is this new?
It may rain.
It was flat.
It was huge.
It was mine.
It was mine.
It was mine.
It was real.
It was real.
It's 50 yen.
It's 50 yen.
It's 50 yen.
It's French.
It's Monday.
It's a doll.
It's a doll.
It's a doll.
It's a fish.
It's a fish.
It's a gift.
It's a rule.
It's a song.
It's a song.
It's my job.
It's my job.
Keep trying.
Keep trying.
Keep trying.
Let me look.
Let me look.
Let me sing.
Let me sing.
Let me talk.
Let me talk.
Let's begin.
Let's begin.
Let's go up.
Let's go up.
Let's leave.
Let's start!
Let's start!
Look around.
Look around.
Many thanks.
Many thanks.
Memorize it.
Money talks.
No means no.
Nobody came.
Nobody came.
Nobody died.
Nobody lied.
Now you try.
Now you try.
Now you try.
Now you try.
Now you try.
Now you try.
"OK, you win."
"OK, you win."
"OK, you win."
"OK, you win."
Plants grow.
Remember it.
Remember it.
Send Tom in.
Send Tom in.
She bit him.
She bit him.
She bit him.
She bit him.
She hit him.
She hit him.
She hit him.
She hit him.
Stay inside.
Stay inside.
Stop! Thief!
Take a bath.
Take a bath.
Take my car.
Take my car.
Talk to Tom.
Talk to Tom.
Talk to Tom.
Talk to Tom.
Tell Tom no.
That is all.
That was me.
That was me.
That was me.
That was me.
That's mine.
That's mine.
That's mine.
They called.
They danced.
They danced.
They waited.
They waited.
They waited.
They yelled.
They yelled.
They're bad.
They're bad.
They're new.
This is big.
This is big.
This is big.
This is ice.
This is mad.
This is mad.
Tom clapped.
Tom drowned.
Tom escaped.
Tom exhaled.
Tom fainted.
Tom got big.
Tom grinned.
Tom groaned.
Tom had fun.
Tom had fun.
Tom inhaled.
Tom is dead.
Tom is dead.
Tom is evil.
Tom is good.
Tom is late.
Tom is poor.
Tom is rich.
Tom is sexy.
Tom is tall.
Tom is thin.
Tom is thin.
Tom is well.
Tom laughed.
Tom listens.
Tom said no.
Tom saw her.
Tom saw her.
Tom saw her.
Tom shot me.
Tom slipped.
Tom sneezed.
Tom teaches.
Tom took it.
Tom took it.
Tom was hit.
Tom was hit.
Tom'll come.
Tom'll quit.
Tom'll talk.
Tom's alive.
Tom's alone.
Tom's cruel.
Tom's lucky.
Tom's lying.
Tom's right.
Tom's tired.
Try that on.
Try that on.
Try that on.
Try that on.
Try that on.
Try that on.
Try to rest.
Turn it off.
Turn it off.
Turn on CNN.
Turn on CNN.
Vote for me!
Vote for me!
War is evil.
Was it cold?
Was it cold?
We all work.
We all work.
We are here.
We are here.
We are sick.
We are sick.
We can help.
We can help.
We can meet.
We can meet.
We can rest.
We can rest.
We can talk.
We can talk.
We did that.
We did that.
We feel bad.
We feel bad.
We help Tom.
We help Tom.
We know you.
We know you.
We know you.
We like Tom.
We like Tom.
We like you.
We like you.
We like you.
We miss Tom.
We miss Tom.
We remember.
We remember.
We remember.
We remember.
We remember.
We remember.
We split up.
We survived.
We survived.
We'll fight.
We'll fight.
We'll fight.
We'll start.
We'll start.
We're dying.
We're dying.
We're going.
We're going.
We're twins.
We're twins.
We're twins.
We're twins.
What an ego!
What is art?
What is art?
What is art?
What's that?
What's this?
What's this?
Where is he?
Where is he?
Where was I?
Where was I?
Where's Tom?
Who are you?
Who are you?
Who drew it?
Who gets it?
Who hit Tom?
Who hit you?
Who hit you?
Who made it?
Who saw you?
Who saw you?
Who sent it?
Who stopped?
Who took it?
Who'll come?
Who's dying?
Who's going?
Who's there?
Wood floats.
You are big.
You are big.
You are big.
You can try.
You can try.
You can try.
You keep it.
You keep it.
You keep it.
You keep it.
You'll lose.
You'll lose.
You're cool.
You're mine.
You're mine.
You're nice.
You're nice.
You're rude.
Anybody here?
Anybody hurt?
Anything new?
Are you dead?
Are you dead?
Are you done?
Are you done?
Are you home?
Are you home?
Are you lost?
Are you lost?
Are you lost?
Are you sure?
Are you sure?
Are you tall?
Are you tall?
Are you tall?
Are you tall?
Blood is red.
Can I go now?
Can I go now?
Can you come?
Can you come?
Can you come?
Can you read?
Can you read?
Can you sing?
Can you sing?
Can you swim?
Can you swim?
Can you swim?
Can you swim?
Can you swim?
Can you walk?
Can you walk?
Can you walk?
Can you walk?
Come and see.
Come and see.
Come and see.
Come and see.
Come forward.
Come forward.
Come help me.
Come help me.
Come on down.
Come on over.
Come on over.
Come outside.
Come outside.
Come quickly!
Come quickly!
Come with me.
Come with me.
Come with me.
Come with me.
Come with us.
Come with us.
Describe Tom.
Describe Tom.
Did Tom fall?
Did Tom pray?
Did Tom stay?
Did Tom vote?
Does it show?
Does it show?
Does it show?
Don't ask me.
Don't forget.
Don't forget.
Fight or die.
Fight or die.
Get my rifle.
Get my rifle.
Ghosts exist.
Give it back.
Give it back.
Give me half.
Give me half.
Give me time.
Give me time.
Go to school.
Good morning.
Grab my hand.
Grab my hand.
Happy Easter!
Have another.
Have another.
He got angry.
He got angry.
He has a car.
He has a car.
He has money.
He has money.
He has money.
He has money.
He just left.
He likes tea.
He loves her.
He shall die.
He was alone.
He was alone.
He was brave.
He was brave.
He will come.
He will come.
He will walk.
He will walk.
He's a ninja.
He's a ninja.
He's married.
He's married.
"Hey, wait up!"
"Hey, wait up!"
How horrible!
How's school?
I am Chinese.
I am a widow.
I am a woman.
I am a woman.
I ate caviar.
I burp a lot.
I burp a lot.
I called him.
I called him.
I called him.
I called him.
I can fix it.
I can fix it.
I can't come.
I can't move.
I can't move.
I can't read.
I can't stay.
I can't talk.
I caught Tom.
I didn't lie.
I didn't win.
I didn't win.
I don't bite.
I don't read.
I drink beer.
I drink beer.
I drink milk.
I drink milk.
I eat cheese.
I eat cheese.
I have a dog.
I have a dog.
I have a gun.
I have a key.
I have money.
I have proof.
I helped Tom.
I know a way.
I know a way.
I like books.
I like bread.
I like bread.
I like fruit.
I like games.
I like games.
I like steak.
I like women.
I like women.
I like women.
I liked that.
I lost again.
I lost again.
I love books.
I made a bet.
I met a girl.
I met a girl.
I must study.
I must study.
I need a map.
I need sugar.
I never lose.
I never lose.
I phoned him.
I phoned him.
I read books.
I read books.
I took risks.
I tried that.
I understand.
I understand.
I understand.
I understood.
I walk a lot.
I walk a lot.
I want a job.
I was asleep.
I was asleep.
I was asleep.
I was asleep.
I was shaken.
I was shaken.
I was sleepy.
I will learn.
I won't bite.
I won't lose!
I'll be free.
I'll be late.
I'll explain.
I'll explain.
I'll go home.
I'll read it.
I'm Canadian.
I'm a doctor.
I'm a doctor.
I'm a lawyer.
I'm artistic.
I'm cultured.
I'm finished.
I'm homeless.
I'm in Perth.
I'm like you.
I'm like you.
I'm like you.
I'm like you.
I'm like you.
I'm like you.
I'm not dead.
I'm not dead.
I'm not rich.
I'm not rich.
I'm sleeping.
I'm sleeping.
I'm so happy.
I'm unbiased.
I'm very fat.
I'm very fat.
I'm very shy.
Is Monday OK?
Is Tom awake?
Is it a date?
Is it a date?
Is it a date?
Is it a wolf?
Is it an elk?
Is it broken?
Is it broken?
Is it broken?
Is it broken?
Is it broken?
Is it broken?
Is it enough?
Is it enough?
Is it for me?
Is it for me?
Is that a no?
Is that a no?
Is that real?
Is that true?
Is that true?
Is this love?
Is this love?
Is this love?
Is this mine?
Is this mine?
Is this mine?
Is this real?
Is this true?
Is this wine?
It is my cat.
It took time.
It was a bet.
It was black.
It was black.
It was black.
It was funny.
It was magic.
It was night.
It was small.
It was there.
It was there.
It wasn't me.
It wasn't me.
It will burn.
It'll be fun.
It'll happen.
It'll happen.
It'll happen.
It'll happen.
It's a curse.
It's a fruit.
It's a fruit.
It's for you.
It's for you.
It's for you.
It's my book.
It's not Tom.
It's not bad.
It's raining.
It's so dark.
It's so easy.
It's the law.
It's too big.
It's too big.
Keep digging.
Keep driving.
Keep reading.
Keep running.
Keep running.
Keep singing.
Keep talking.
Keep walking.
Keep writing.
Learn French.
Learn French.
Let Tom come.
Let Tom come.
Let Tom rest.
Let Tom rest.
Let go of me.
Let go of me.
Let's all go.
Let's go now.
Mary came in.
Mary came in.
Mary is tall.
My eyes hurt.
My eyes hurt.
No one knows.
Nobody cried.
Nobody cried.
Now I get it.
Now come out.
Now come out.
Now fix that.
Now fix that.
"Oh, I got it."
Put it there.
Put it there.
Put it there.
Put it there.
She has wine.
She has wine.
She is eight.
She is eight.
She is happy.
She is happy.
She is quiet.
She is quiet.
She is young.
She knows me.
She knows me.
She shot him.
She shot him.
She shot him.
She shot him.
She stood up.
She stood up.
She stood up.
She stood up.
She went out.
She went out.
She's pretty.
Sit down now.
Sit down now.
Someone came.
Stay at home.
Stop the car.
Stop the car.
Stop yelling.
Stop yelling.
Switch it on.
Switch it on.
Take me home.
Take my coat.
Take my coat.
Take my hand.
Take my hand.
Take the bus.
Take the bus.
Tell us more.
That is mine.
That is mine.
That is mine.
That's Tom's.
That's Tom's.
That's Tom's.
That's wrong.
There's time.
They laughed.
They laughed.
They need me.
They said no.
They saw Tom.
They saw Tom.
They shot me.
They stopped.
They stopped.
They'll come.
They'll come.
They're blue.
They're boys.
They're eggs.
They're nice.
They're ugly.
They're ugly.
This is food.
This is gold.
This is ours.
This is ours.
This was fun.
Tom answered.
Tom answered.
Tom can read.
Tom can read.
Tom can talk.
Tom can talk.
Tom can walk.
Tom can walk.
Tom got shot.
Tom grumbled.
Tom has come.
Tom has time.
Tom insisted.
Tom is a pig!
Tom is a pig.
Tom is a spy.
Tom is alive.
Tom is black.
Tom is bored.
Tom is clean.
Tom is crazy.
Tom is first.
Tom is funny.
Tom is happy.
Tom is quiet.
Tom is right.
Tom is small.
Tom is sweet.
Tom is young.
Tom knows us.
Tom knows us.
Tom listened.
Tom needs me.
Tom screamed.
Tom shot him.
Tom shot him.
Tom shot him.
Tom shot him.
Tom told her.
Tom told him.
Tom told him.
Tom vanished.
Tom vanished.
Tom was home.
Tom was lost.
Tom was nude.
Tom was rich.
Tom was sick.
Tom went out.
Tom whistled.
Tom will cry.
Tom will try.
Tom will try.
Tom will win.
Tom's coming.
Tom's famous.
Tom's greedy.
Tom's hungry.
Tom's inside.
Tom's inside.
Tom's strong.
"Tom, wait up."
Try the cake.
Try the cake.
Unbelievable!
Vote for Tom.
Vote for Tom.
Wait for Tom.
Wait outside.
Wait outside.
Was Tom hurt?
We are Arabs.
We are Arabs.
We found Tom.
We found Tom.
We found one.
We found one.
We found one.
We found one.
We found one.
We found one.
We got ready.
We got ready.
We have time.
We have time.
We have wine.
We have wine.
We knew this.
We knew this.
We know that.
We know that.
We know that.
We know that.
We live here.
We live here.
We looked up.
We looked up.
We looked up.
We need time.
We need time.
We want more.
We want more.
We want more.
We want more.
We want more.
We want more.
We were sick.
We were sick.
We won't win.
We won't win.
We'll attack.
We'll attack.
We'll fix it.
We'll fix it.
We'll go out.
We'll go out.
We're all OK.
We're all OK.
We're coming.
We're coming.
We're crying.
We're crying.
We're hungry.
We're losing.
We're losing.
We're sleepy.
We're sleepy.
We're trying.
We're trying.
What a night!
What a night!
What a woman!
What bit you?
What bit you?
What is love?
What is love?
What is love?
What is that?
Where are we?
Where are we?
Where was it?
Who are they?
Who are they?
Who built it?
Who built it?
Who did this?
Who did what?
Who got shot?
Who has come?
Who has time?
Who listened?
Who ran away?
Who resigned?
Who sent Tom?
Who sent you?
Who sent you?
Who shot Tom?
Who survived?
Who told Tom?
Who told you?
Who told you?
Who was here?
Who was that?
Who was that?
Who was that?
Who will win?
Who wrote it?
Who'll fight?
Who's coming?
Who's crying?
Who's crying?
Who's hungry?
Who's hungry?
Why was that?
Will this do?
Will this do?
You are good.
You are good.
You are good.
You are late.
You are rich.
You are rich.
You can't go.
You can't go.
You look fat.
You look fat.
You will die.
You will die.
You will die.
You will die.
You will eat.
You're lying!
You're lying!
You're lying!
You're small.
You're small.
You're small.
Am I dreaming?
Am I dreaming?
Anything else?
Are they dead?
Are they dead?
Are they dead?
Are you alone?
Are you alone?
Are you alone?
Are you alone?
Are you happy?
Are you happy?
Are you happy?
Are you happy?
Are you tired?
Are you tired?
Are you tired?
Are you tired?
Bring it home.
Bring it home.
Bring it home.
Call me later.
Call me later.
Call security!
Call security!
Can Tom do it?
"Come back, OK?"
"Come back, OK?"
Come sit down.
Come sit down.
Come sit down.
Come sit down.
Come tomorrow.
Come tomorrow.
Cook the rice.
Cook the rice.
Dance with me.
Dance with me.
Did Tom faint?
Did Tom laugh?
Do cats dream?
Do fish sleep?
Do it quickly.
Do it quickly.
Do that later.
Do that later.
Do you gamble?
Do you gamble?
Does Tom know?
Does Tom know?
Does Tom sing?
Don't call me.
Don't come in.
Don't come in.
Don't do this.
Don't do this.
Don't drop it.
Don't drop it.
Don't open it.
Don't open it.
Don't tell me.
Don't tell me.
Don't tell me.
Don't tell me.
Eat and drink.
Eat something.
Eat something.
Everyone dies.
Everyone dies.
Everyone wins.
Everyone wins.
Fix the clock.
Fix the clock.
Flowers bloom.
Give him time.
Give him time.
Give it to me!
Give it to me!
Give me a day.
Give me a day.
Give me a gun.
Give me a gun.
Give me a sec.
Give me a sec.
Give me those.
Give me those.
Give me those.
Give me those.
Give me those.
Give me those.
God knows why.
Have some tea.
He can't sing.
He dug a hole.
He dug a hole.
He got caught.
He has a blog.
He has a blog.
He has a book.
He is British.
He is English.
He is a thief.
He is a thief.
He is at home.
He is at home.
He is falling.
He is falling.
He is my boss.
He is my boss.
He is reading.
He is reading.
He knows lots.
He knows lots.
He lied to me.
He lied to me.
He liked that.
He loves toys.
He talks well.
He tricked me.
He tricked me.
He went blind.
He's Austrian.
He's innocent.
He's studying.
He's studying.
He's very ill.
He's your son.
He's your son.
He's your son.
He's your son.
Here's $10.00.
His nose bled.
His nose bled.
Honk the horn.
Honk the horn.
How beautiful!
How can it be?
How can it be?
How many died?
How many died?
"Hurry up, Tom."
I always walk.
I am American.
I am Japanese.
I am Japanese.
I am a Muslim.
I am a Muslim.
I am in Paris.
I am sneezing.
I am sneezing.
I became rich.
I became rich.
I believe Tom.
I believe you.
I believe you.
I believe you.
I believe you.
I believe you.
I believe you.
I can't dance.
I cried a lot.
I cried a lot.
I cried again.
I cried again.
I denied that.
I did nothing.
I didn't call.
I didn't know.
I didn't stop.
I didn't stop.
I don't dream.
I dream a lot.
I dream a lot.
I dream a lot.
I fear no one.
I found a job.
I have a bomb.
I have a bomb.
I have a book.
I have a cold.
I have a home.
I have a ring.
I have sinned.
I have sinned.
I ignored Tom.
I know French.
I lied to Tom.
I lied to Tom.
I like French.
I like cities.
I like clocks.
I like coffee.
I like school.
I like sewing.
I like spoons.
I like tennis.
I like to eat.
I like trains.
I like tulips.
I like winter.
I like winter.
I like yellow.
I like yellow.
I looked away.
I made coffee.
I made dinner.
I made dinner.
I made him go.
I miss Boston.
I miss my mom.
I need a loan.
I need coffee.
I ran outside.
I ran outside.
I read a book.
I remember it.
I rescued him.
I rescued him.
I saw a ghost.
I saw a mouse!
I saw a mouse!
I saw a mouse!
I saw a mouse!
I saw him cry.
I saw him cry.
I saw someone.
I saw someone.
I saw someone.
I saw the dog.
I saw the dog.
I see a house.
I see a house.
I sell coffee.
I sell coffee.
I shot a bear.
I smell bacon.
I smell blood.
I smelled gas.
I sold a book.
I told Tom no.
I tricked you.
I tricked you.
I use Firefox.
I use Firefox.
I use Twitter.
I use Twitter.
I want a book.
I want a cake.
I want coffee.
I want my mom.
I want to run.
I want to run.
I want to win.
I want to win.
I want to win.
I wanted more.
I wanted this.
I was at home.
I was at home.
I was at home.
I was elected.
I was elected.
I was hunting.
I was hunting.
I was in jail.
I was in jail.
I was singing.
I was singing.
I went by car.
I went by car.
I went inside.
I went inside.
I will listen.
I woke you up.
I woke you up.
I won't laugh.
I won't sleep.
I write poems.
